"sampleID","700023701","700106065","700109107","700038956","700037814","700097631","700014832","700023872","700098932","700023551","700038702","700106229","700095353","700014555","700105468","700037700","700111811","700024732","700015390","700110812","700099059","700014386","700014718","700016608","700106437","700098359","700037008","700038493","700105685","700101638","700033130","700103672","700113013","700023967","700024846","700114855","700038354","700105153","700109230","700108954","700114387","700037357","700105834","700015245","700105739","700016136","700033436","700037198","700014954","700023066","700016008","700033726","700107816","700114489","700038021","700013549","700023290","700024449","700111574","700114750","700037967","700037405","700037303","700037090","700103621","700105580","700024966","700037123","700113066","700114717","700106876","700038231","700024908","700024689","700105355","700024296","700024349","700024646","700024234","700105274","700024593","700037453","700024545","700024201","700024141","700024408","700106018","700037539","700024086","700023634","700024024","700024492","700023509","700023919","700023447","700103446","700114105","700023237","700105210","700021902","700023815","700105421","700038445","700021677","700021295","700114000","700106132","700111026","700114218","700110353","700114911","700105312","700038741","700110701","700038594","700114798","700109383","700111505","700110587","700114162","700106333","700110221","700109750","700107993","700097570","700108473","700096047","700095956","700096267","700095774","700096590","700016902","700015979","700102585","700016542","700102242","700102905","700015386","700016004","700015702","700099746","700016000","700015394","700100227","700015113","700015179","700014828","700099590","700014488","700095410","700014497","700097234","700099002","700097291","700105613","700110287","700106754","700113542","700106663","700106809","700114442","700106615","700114615","700113503","700114267","700023188","700113599","700107189","700105882","700110419","700106504","700106291","700106412","700105991","700105787","700110644","700106979","700110155","700106551","700106701","700105049","700109807","700109317","700096568","700108284","700106946","700103479"
"sexMale","female","female","female","male","female","male","male","female","female","male","female","female","male","female","female","female","female","female","male","female","female","male","male","male","female","female","female","male","female","male","female","female","male","female","female","male","male","female","female","female","male","male","male","male","male","male","female","female","male","female","female","female","male","female","male","female","male","male","female","male","female","male","female","male","male","male","male","female","male","male","female","male","male","male","male","male","female","male","female","male","male","male","male","male","female","male","female","male","male","female","female","male","male","male","female","male","female","female","female","female","female","female","male","male","male","male","female","male","female","female","female","male","female","male","male","female","female","male","male","male","male","female","male","male","male","male","male","male","male","male","female","male","female","female","female","male","male","female","female","female","male","male","female","female","female","female","male","male","male","male","male","male","female","female","female","female","female","female","male","female","female","male","female","female","female","female","male","male","male","male","female","female","male","female","female","male","male","female","female","male","female","male","female","female","male","male","female"
"OTU_97.725",0,0,1,0,0,0,0,4,0,4,0,0,0,0,1,0,0,0,0,0,2,2,0,4,0,0,1,1,0,0,0,0,4,0,5,3,1,17,1,0,3,0,0,1,0,6,1,1,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,2,2,0,8,1,0,1,1,0,8,1,0,0,0,18,0,1,0,0,0,0,0,35,3,0,0,0,2,5,0,0,1,1,12,14,4,0,3,0,0,1,0,0,0,0,0,1,0,1,0,12,3,0,0,0,0,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,1,1,1,0,0,0,0,6,17,0,19,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.1368",0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,15,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,53,16,7,0,8,2,3,0,0,0,0,0,0,0,0,31,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"OTU_97.20461",0,0,7,0,3,1,10,0,0,0,0,1,0,0,25,0,0,0,0,0,1,1,9,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,43,1,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,2,26,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,11,0,1,0,15,2,0,12,0,0,0,0,1,0,0,0,0,2,0,0,0,0,8,8,1,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0
"OTU_97.25015",0,0,0,0,0,0,3,2,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,3,0,0,0,0,0,0,7,0,0,1,4,0,1,0,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,91,0,7,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0,0,0,0,3,5,2,0,0,0,0,0,0,0,2,0,1,0,0,4,0,0,0,2,0,0,0,0,0,0,0,32,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.4714",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.6800",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,0,4,1,0,1,0,2,0,0,0,0,0,0,8,0,0,1,0,2,0,0,0,0,0,0,1,1,0,1,0,2,0,0,2,0,0,0,4,0,0,64,2,7,1,0,0,0,3,0,3,0,1,5,43,3,2,0,0,0,3,0,0,0,3,1,0,0,0,8,2,0,0,0,1,4,0,0,1,0,0,1,0,0,0,0,2,1,0,21,0,11,0,1,0,2,0,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,0,0,2,0,0,0,0,1,0,0,5,0
"OTU_97.9140",1,1,0,0,0,0,0,2,0,0,36,0,0,0,0,0,0,0,0,1,20,0,0,0,0,0,0,0,0,1,0,0,0,2,3,0,0,4,0,0,1,0,0,1,0,0,5,0,0,2,0,0,0,1,0,1,0,0,0,1,0,2,0,1,0,0,0,0,9,0,18,0,1,0,1,0,0,0,3,0,0,0,0,4,0,1,1,49,11,1,0,0,0,0,3,0,0,0,0,0,0,0,5,1,0,0,1,0,0,0,0,1,1,0,0,0,2,0,0,18,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,1,0,0,0,0,0,3,0,42,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.1077",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.34752",0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,54,1,0,1,9,22,3,0,0,0,0,1,4,0,0,2,0,0,0,11,2,0,0,0,0,0,0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,14,2,0,0,0,0,5,0,0,10,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,0,0,4,1,0,0,0,16,0,0,0,0,30,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.702",0,0,0,1,1,0,2,2,1,1,12,0,0,0,0,0,0,5,0,0,2,7,0,0,0,0,0,0,0,6,5,0,2,2,1,0,12,0,0,0,0,0,0,0,21,1,0,0,0,7,0,0,0,0,1,0,2,1,0,0,0,2,0,0,0,1,1,1,0,0,0,3,0,0,2,2,2,4,69,0,2,1,0,1,0,1,2,3,3,0,0,1,11,0,0,2,4,4,0,0,0,2,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,2,0,0,2,0,0,6,0,0,0,0,1,1,0,3,1,0,2,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,2,10,0,0,0,1,0,3,0,0,0,0,1,0
"OTU_97.1058",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.14403",0,0,0,2,4,1,1,0,1,0,6,3,0,2,3,2,0,1,1,2,0,1,1,0,0,0,0,0,0,0,3,2,3,0,1,3,0,6,0,0,2,0,0,0,0,0,9,0,0,9,0,0,0,4,0,0,0,0,0,3,0,2,0,0,0,2,0,0,0,0,0,0,0,13,0,0,0,0,0,1,0,0,0,3,1,0,0,0,6,0,4,5,3,0,1,1,0,0,4,3,1,2,3,4,0,3,6,5,1,4,0,6,0,0,0,2,1,1,0,6,8,1,3,1,3,1,2,3,0,0,2,2,2,5,4,0,0,6,7,0,9,1,0,1,3,1,0,0,5,0,0,1,1,0,0,0,1,0,1,1,1,1,1,7,0,0,0,0,2,1,0,0,0,1,0,0,4,0,0,2,0,1,0,0,1,5,0
"OTU_97.42546",0,29,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,0,1,1,1,0,0,0,0,1,0,1,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,10,1,0,0,1,1,1,0,0,0,0,1,3,0,0,0,0,0,24,0,0,0,0,3,0,5,0,5,0,0,0,1,0,0,1,12,1,0,0,53,0,2,0,0,0,0,0,0,0,1,7,0,0,8,0,1,0,0,0,0,0,0,0,2,0,3,0,0,4,1,14,0,0,0,0,0,0,0,0,12,1,0,0,0,7,8,3,6,0,0,0,4,0,0,0,0
"OTU_97.1740",0,0,5,3,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,9,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,43,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,22,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,11,0,0,0,0,0,0,13,0,49,18,1,0,0,0,0,0,0,0,0,0,0,2,0,0,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.18688",5,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,6,0,0,0,0,28,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,59,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,29,0,0,0,11,0,0,1,0,0,0,0,0,2,0,0,0,0,10,5,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"OTU_97.25876",0,8,6,0,0,0,2,3,0,0,11,3,0,0,17,0,0,0,0,1,0,2,0,0,0,1,0,2,0,0,4,0,0,3,0,4,0,4,0,0,1,4,0,0,33,0,0,3,0,20,0,0,0,3,3,0,2,0,1,0,0,0,2,1,0,3,1,1,2,0,0,0,0,0,0,3,4,0,5,0,0,0,0,0,0,0,0,7,7,1,0,4,2,2,0,5,5,1,0,0,0,0,22,31,4,0,1,0,2,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.9600",0,0,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,86,0,1,0,1,1,0,12,1,0,1,0,1,2,1,0,1,0,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,3,0,5,1,0,1,0,0,0,1,1,0,2,2,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,1,0,0,0,2,0,0,10,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,21,3,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,19,0,1,10,4,1,0,0,0,0,2,0,4,4,0,0,5,7,0,0,0,0,0,3,4,0,6,0,0,2,0
"OTU_97.30286",0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,96,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.12509",0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,5,2,0,0,0,0,4,0,0,0,0,0,0,0,19,0,0,4,0,0,0,0,1,0,0,10,2,0,4,9,7,0,0,1,0,0,0,2,0,0,1,1,0,0,3,0,0,0,0,0,0,0,22,0,1,1,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,24,2,0,48,23,1,0,0,0,1,0,0,0,0,4,11,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
"OTU_97.14977",0,0,0,0,0,1,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.889",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,46,64,0,0,0,0,0,0,12,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"OTU_97.13592",0,0,0,0,0,1,0,0,0,0,0,6,0,6,0,0,0,0,6,0,0,0,6,8,0,0,0,0,0,0,10,0,5,0,0,0,2,40,0,27,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,5,0,0,2,0,0,0,0,0,3,1,0,0,10,0,0,0,5,2,0,0,0,1,6,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,3,0,0,0,1,0,3,0,0,8,5,9,0,5,0,1,3,0,0,0,6,6,3,5,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,13,0,0,6,0,1,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
"OTU_97.21012",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,7,0,1,1,7,2,3,0,0,0,0,0,0,1,20,0,0,1,0,0,0,2,1,0,0,0,2,3,0,7,2,4,0,0,0,45,0,0,4,0,4,4,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,6,1,0,2,7,11,0,1,0,0,0,1,6,2,1,0,0,5,11,0,0,0,2,0,0,0,1,1,0,0,0,0,1,0,5,0,1,2,1,0,0,0,0,1,3,0,0,0,2,0,2,0,1,11,0,0,0,0,4,1,2,0,0,0,0,0,0,1,0,13,0,0,1,10,1,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,4,3,0
"OTU_97.28738",0,0,1,0,0,0,0,0,0,2,3,0,0,0,1,1,0,0,0,8,0,3,0,1,0,0,3,0,0,5,0,16,1,0,0,1,1,0,0,0,1,0,2,3,0,0,0,1,0,0,0,2,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,1,0,0,69,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,1,0,0,0,0,0,2,10,0,0,0,0,0,0,14,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,3,2,1,1,0,0,0,2,0,3,3,1,70,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.43372",6,10,13,2,1,0,3,1,0,1,3,1,0,0,15,0,0,0,0,3,0,0,0,1,0,2,0,1,0,0,4,0,5,1,1,6,0,15,0,0,0,1,0,1,3,0,0,1,1,5,0,0,0,1,4,0,0,0,11,0,1,0,1,3,1,6,0,0,2,0,0,0,0,1,0,6,12,0,1,0,0,0,0,0,3,0,0,10,7,1,0,3,0,0,2,1,0,1,0,0,0,2,3,13,2,0,0,0,6,0,0,2,1,3,1,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,5,0,2,1,1,1,1,0,4,0,0,0,1,0,3,0,0,0,3,1,5,0,1,0,0,0,0,0,7,0,1,1,0
"OTU_97.10506",0,0,0,65,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,21,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,53,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.4344",0,1,1,0,0,2,0,0,0,0,0,1,0,31,0,1,0,0,0,0,0,2,0,0,0,33,0,0,0,1,0,0,0,0,2,0,0,10,0,0,0,0,0,1,0,0,1,0,0,0,0,12,5,0,1,0,4,6,0,0,1,0,3,0,0,0,0,0,11,0,23,2,9,3,0,0,0,0,0,1,1,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,4,12,0,0,19,3,4,0,17,0,0,0,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0
"OTU_97.1648",0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,1,1,1,0,49,0,1,0,2,0,0,0,0,4,0,2,0,0,2,0,1,0,5,0,7,75,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,5,0,0,0,5,5,0,0,0,0,0,0,0,2,0,2,1,7,15,0,0,0,3,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,2,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,2,0,5,0,0,0,0,0,0,0
"OTU_97.1960",0,0,0,0,0,0,0,3,0,19,0,0,0,0,3,0,0,1,0,0,0,1,0,5,0,0,0,0,1,0,4,0,64,0,0,0,0,2,0,0,2,0,0,2,0,0,1,0,3,1,0,7,0,0,1,2,5,0,3,3,3,0,0,1,0,3,0,1,1,0,0,2,0,1,1,2,7,0,1,1,0,0,0,2,1,0,0,7,1,0,0,14,21,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,2,5,0,0,2,0,0,1,0,0,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,1,0
"OTU_97.2854",0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,184,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,11,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.12491",0,1,0,0,0,0,0,0,0,0,0,2,2,56,0,2,0,0,0,0,0,3,1,0,0,16,0,0,0,7,0,0,1,0,6,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,0,0,0,2,4,0,12,0,0,1,0,0,1,0,0,3,0,8,0,2,7,0,0,0,0,3,1,1,1,2,13,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,4,16,0,12,15,5,2,0,14,0,0,0,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"OTU_97.516",0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,19,0,0,6,0,0,3,1,1,0,31,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,1,5,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,11,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0
"OTU_97.739",0,37,0,0,0,0,0,0,2,1,1,0,0,4,3,0,0,0,0,3,4,1,0,3,9,1,0,0,0,1,0,2,3,0,0,0,1,3,0,0,0,2,0,9,0,7,5,0,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,2,3,1,0,0,4,0,15,0,2,1,0,1,1,0,3,1,0,0,1,1,0,0,0,9,1,0,0,3,4,0,5,4,2,0,0,0,1,2,15,8,0,0,1,1,0,0,0,1,0,4,0,0,0,0,0,20,6,1,0,0,0,1,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
